AC,Presidente,27,JOSÉ MARIA EYMAEL,PSDC,PSDC,1,Não eleito,1,BR,29,14423,236,2006
AC,Presidente,44,ANA MARIA TEIXEIRA RANGEL,PRP,PRP,1,Não eleito,1,BR,61,14423,491,2006
AC,Presidente,45,GERALDO JOSÉ RODRIGUES ALCKMIN FILHO,PSDB,PSDB / PFL,1,2º turno,1,BR,25,14423,161889,2006
AC,Presidente,50,HELOÍSA HELENA LIMA DE MORAES CARVALHO,PSOL,PSTU / PCB / PSOL,1,Não eleito,1,BR,41,14423,13082,2006
AL,Presidente,12,CRISTOVAM RICARDO CALVACANTI BUARQUE,PDT,PDT,1,Não eleito,1,BR,21,14423,27172,2006
AL,Presidente,13,LUIZ INACIO LULA DA SILVA,PT,PT / PRB / PC do B,1,2º turno,1,BR,23,14423,625162,2006
AL,Presidente,17,LUCIANO CALDAS BIVAR,PSL,PSL,1,Não eleito,1,BR,1,14423,649,2006
AL,Presidente,27,JOSÉ MARIA EYMAEL,PSDC,PSDC,1,Não eleito,1,BR,29,14423,380,2006
AL,Presidente,44,ANA MARIA TEIXEIRA RANGEL,PRP,PRP,1,Não eleito,1,BR,61,14423,2073,2006
AL,Presidente,45,GERALDO JOSÉ RODRIGUES ALCKMIN FILHO,PSDB,PSDB / PFL,1,2º turno,1,BR,25,14423,506722,2006
AL,Presidente,50,HELOÍSA HELENA LIMA DE MORAES CARVALHO,PSOL,PSTU / PCB / PSOL,1,Não eleito,1,BR,41,14423,178557,2006
AM,Presidente,12,CRISTOVAM RICARDO CALVACANTI BUARQUE,PDT,PDT,1,Não eleito,1,BR,21,14423,36329,2006
AM,Presidente,13,LUIZ INACIO LULA DA SILVA,PT,PT / PRB / PC do B,1,2º turno,1,BR,23,14423,1070656,2006
AM,Presidente,17,LUCIANO CALDAS BIVAR,PSL,PSL,1,Não eleito,1,BR,1,14423,665,2006
AM,Presidente,27,JOSÉ MARIA EYMAEL,PSDC,PSDC,1,Não eleito,1,BR,29,14423,788,2006
AM,Presidente,44,ANA MARIA TEIXEIRA RANGEL,PRP,PRP,1,Não eleito,1,BR,61,14423,1806,2006
AM,Presidente,45,GERALDO JOSÉ RODRIGUES ALCKMIN FILHO,PSDB,PSDB / PFL,1,2º turno,1,BR,25,14423,170785,2006
AM,Presidente,50,HELOÍSA HELENA LIMA DE MORAES CARVALHO,PSOL,PSTU / PCB / PSOL,1,Não eleito,1,BR,41,14423,90479,2006
AP,Presidente,12,CRISTOVAM RICARDO CALVACANTI BUARQUE,PDT,PDT,1,Não eleito,1,BR,21,14423,9157,2006
AP,Presidente,13,LUIZ INACIO LULA DA SILVA,PT,PT / PRB / PC do B,1,2º turno,1,BR,23,14423,160675,2006
AP,Presidente,17,LUCIANO CALDAS BIVAR,PSL,PSL,1,Não eleito,1,BR,1,14423,182,2006
AP,Presidente,27,JOSÉ MARIA EYMAEL,PSDC,PSDC,1,Não eleito,1,BR,29,14423,166,2006
AP,Presidente,44,ANA MARIA TEIXEIRA RANGEL,PRP,PRP,1,Não eleito,1,BR,61,14423,418,2006
AP,Presidente,45,GERALDO JOSÉ RODRIGUES ALCKMIN FILHO,PSDB,PSDB / PFL,1,2º turno,1,BR,25,14423,95070,2006
AP,Presidente,50,HELOÍSA HELENA LIMA DE MORAES CARVALHO,PSOL,PSTU / PCB / PSOL,1,Não eleito,1,BR,41,14423,29711,2006
BA,Presidente,12,CRISTOVAM RICARDO CALVACANTI BUARQUE,PDT,PDT,1,Não eleito,1,BR,21,14423,174313,2006
BA,Presidente,13,LUIZ INACIO LULA DA SILVA,PT,PT / PRB / PC do B,1,2º turno,1,BR,23,14423,4293200,2006
BA,Presidente,17,LUCIANO CALDAS BIVAR,PSL,PSL,1,Não eleito,1,BR,1,14423,5319,2006
BA,Presidente,27,JOSÉ MARIA EYMAEL,PSDC,PSDC,1,Não eleito,1,BR,29,14423,5565,2006
BA,Presidente,44,ANA MARIA TEIXEIRA RANGEL,PRP,PRP,1,Não eleito,1,BR,61,14423,9851,2006
BA,Presidente,45,GERALDO JOSÉ RODRIGUES ALCKMIN FILHO,PSDB,PSDB / PFL,1,2º turno,1,BR,25,14423,1676484,2006
BA,Presidente,50,HELOÍSA HELENA LIMA DE MORAES CARVALHO,PSOL,PSTU / PCB / PSOL,1,Não eleito,1,BR,41,14423,276325,2006
CE,Presidente,12,CRISTOVAM RICARDO CALVACANTI BUARQUE,PDT,PDT,1,Não eleito,1,BR,21,14423,78353,2006
